FACILITY ID,FACILITY NAME,RECORD ID, PROGRAM NAME,PROGRAM ELEMENT,PE DESCRIPTION,FACILITY ADDRESS,FACILITY CITY,FACILITY  STATE,FACILITY ZIP,FACILITY LATITUDE,FACILITY LONGITUDE,OWNER ID,OWNER NAME,OWNER ADDRESS,OWNER CITY,OWNER STATE,OWNER ZIP
FA0364563,BASKIN ROBBINS,PR0326541,BASKIN ROBBINS,1630,RESTAURANT (0-30) SEATS LOW RISK,1724 S WESTERN AVE,LOS ANGELES,CA,90006,34.042199140,-118.308985900,OW0336075,URBAN FRANCHISEE HOLDINGS,3511 S AVALON BLVD,LOS ANGELES,CA,90011
FA0364566,LA ESTRELLA MINI MARKET INC,PR0326544,LA ESTRELLA MINI MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",15526 PARAMOUNT BLVD K,PARAMOUNT,CA,90723,33.892196310,-118.159992900,OW0336078,LA ESTRELLA MINI MARKET INC,15526 PARAMOUNT BLVD K,PARAMOUNT,CA,90723
FA0364568,WHISKY HOTEL,PR0326546,WHISKY HOTEL ROOF TOP BAR AND KITCHEN,1638,RESTAURANT (61-150) SEATS HIGH RISK,1717 N WILCOX AVE,LOS ANGELES,CA,90028,34.102305670,-118.331083000,OW0336080,WHISKY HOTEL LLC,6513 1/2 HOLLYWOOD BLVD,LOS ANGELES,CA,90028
FA0364569,WHISKY HOTEL,PR0326547,WHISKY HOTEL ROOF GROUND FLOOR BAR AND KITCHEN,1638,RESTAURANT (61-150) SEATS HIGH RISK,1717 N WILCOX AVE,LOS ANGELES,CA,90028,34.102305670,-118.331083000,OW0336080,WHISKY HOTEL LLC,6513 1/2 HOLLYWOOD BLVD,LOS ANGELES,CA,90028
FA0364570,JOSE LUIS MERINO,PR0326548,SNACK SHOP,1631,RESTAURANT (0-30) SEATS MODERATE RISK,4501 S ALAMEDA ST P9,LOS ANGELES,CA,90058,34.002532070,-118.239098200,OW0336081,JOSE LUIS MERINO,12202 S LOS ANGELES ST,LOS ANGELES,CA,90061
FA0364573,PIARA PIZZA,PR0326551,PIARA PIZZA,1631,RESTAURANT (0-30) SEATS MODERATE RISK,3818 PECK RD STE D,EL MONTE,CA,91732,34.074932300,-118.022230100,OW0336083,J&S MARES LLC,3818 PECK RD STE D,EL MONTE,CA,91732
FA0364574,BON APPETIT @ THE MIX,PR0326552,BON APPETIT @ THE MIX,1630,RESTAURANT (0-30) SEATS LOW RISK,3100 OCEAN PARK BLVD,SANTA MONICA,CA,90405,34.020409700,-118.452971200,OW0336084,BON APPETIT MANAGEMENT CO,201 REDWOOD SHORES PARKWAY,SANTA MONICA,CA,90405
FA0364576,THE ROSEGOLD SALOON,PR0326554,THE ROSEGOLD SALOON,1638,RESTAURANT (61-150) SEATS HIGH RISK,11501 W PICO BLVD,LOS ANGELES,CA,90064,34.033150660,-118.442840200,OW0336085,ROSEGOLD ASSOCIATES LLC,11501 W PICO BLVD,LOS ANGELES,CA,90025
FA0364579,EL ENCANTO,PR0326557,EL ENCANTO,1636,RESTAURANT (61-150) SEATS LOW RISK,6034 SANTA FE AVE,HUNTINGTON PARK,CA,90255,33.986465870,-118.230203900,OW0336088,"AZTEC SPORT BAR, INC.",6034 SANTA FE AVE,LOS ANGELES,CA,90015
FA0364581,CHICK-FIL-A,PR0326575,CHICK-FIL-A,1634,RESTAURANT (31-60) SEATS MODERATE RISK,9333 ROSECRANS AVE,BELLFLOWER,CA,90706,33.904122410,-118.134699900,OW0336090,IYL HOSPITALITY LLC,9333 ROSECRANS AVE,BELLFLOWER,CA,90706
FA0364582,FINNEY'S CRAFTHOUSE & KITCHEN,PR0326561,FINNEY'S CRAFTHOUSE & KITCHEN,1638,RESTAURANT (61-150) SEATS HIGH RISK,127 HARWARD AVE,CLAREMONT,CA,91711,34.094999830,-117.716482700,OW0336091,FINNEYS USA OPERATION LLC,PO BOX 470139,PHOENIX,AZ,85016
FA0364583,PITA POCKETS,PR0326562,PITA POCKETS,1635,RESTAURANT (31-60) SEATS HIGH RISK,9127 RESEDA BLVD,NORTHRIDGE,CA,91324,34.236741380,-118.536121900,OW0336092,GALILA GROUP INC,9127 RESEDA BLVD,NORTHRIDGE,CA,91324
FA0364584,LA MICHOACANA R LLC 2,PR0326563,LA MICHOACANA R LLC 2,1631,RESTAURANT (0-30) SEATS MODERATE RISK,11812 HAWTHORNE BLVD,HAWTHORNE,CA,90250,33.927086890,-118.352411300,OW0335120,LA MICHOACANA R LLC,3910 W ROSECRANS AVE,HAWTHORNE,CA,90250
FA0364585,LOS PRIMOS MINI MART,PR0326564,LOS PRIMOS MINI MART,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",9421 S SAN PEDRO ST,LOS ANGELES,CA,90003,33.950358000,-118.269538400,OW0336093,GILBERTO FLORES,9421 S SAN PEDRO,SANTA ANA,CA,92704
FA0364586,HIKARI SUSHI BY KEN,PR0326565,HIKARI SUSHI BY KEN,1632,RESTAURANT (0-30) SEATS HIGH RISK,315 S DIAMOND BAR BLVD STE B,DIAMOND BAR,CA,91765,34.019906700,-117.809369500,OW0336094,G9EARTH INC,315 S DIAMOND BAR BLVD STE B,DIAMOND BAR,CA,91765
FA0364588,BAKED BY JULIE LLC,PR0326567,BAKED BY JULIE LLC,1631,RESTAURANT (0-30) SEATS MODERATE RISK,3640 S NOGALES ST,WEST COVINA,CA,91792,34.011887280,-117.886593500,OW0336096,JULIE NGUYEN OR BAKED BY JULIE LLC,1707 MAGELLAN ST,WEST COVINA,CA,91791
FA0364589,LA MICHOACANA R LLC 1,PR0326568,LA MICHOACANA R LLC 1,1631,RESTAURANT (0-30) SEATS MODERATE RISK,3910 W ROSECRANS AVE,HAWTHORNE,CA,90250,33.901880450,-118.342213000,OW0335120,LA MICHOACANA R LLC,3910 W ROSECRANS AVE,HAWTHORNE,CA,90250
FA0364591,CARSON PIONEER LIQUOR,PR0326570,CARSON PIONEER LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",11801 CARSON ST,HAWAIIAN GARDENS,CA,90716,33.831552030,-118.081453500,OW0336098,G2S2 LLC,11801 CARSON ST,LOS ANGELES,CA,90025
FA0364593,TUTTI FRUTTI CAFE,PR0326572,TUTTI FRUTTI CAFE,1634,RESTAURANT (31-60) SEATS MODERATE RISK,2357 FOOTHILL BLVD,LA VERNE,CA,91750,34.111904260,-117.760480300,OW0336100,FARUK ZIA/TF DISTRIBUTION SERVICES GROUP,2357 FOOTHILL BLVD,ONTARIO,CA,91761
FA0364594,ONE:SCAPE,PR0326574,ONESCAPE,1630,RESTAURANT (0-30) SEATS LOW RISK,401 S VERMONT AVE STE 6,LOS ANGELES,CA,90020,34.066969990,-118.291687200,OW0336101,VERTEXISM CORP,401 S VERMONT AVE #6,LOS ANGELES,CA,90010
FA0364596,AUNTIE ANNE'S PRETZELS - CA143,PR0326577,AUNTIE ANNE'S PRETZELS - CA143,1631,RESTAURANT (0-30) SEATS MODERATE RISK,9301 TAMPA AVE 122,NORTHRIDGE,CA,91324,34.237532790,-118.553568100,OW0335600,FRESH DINING CONCEPTS LLC,"1600 PONCE DE LEON BLVD, #FL-10",CORAL GABLES,FL,33134
FA0364600,AUNTIE ANNE'S PRETZELS - CA151,PR0326581,AUNTIE ANNE'S PRETZELS - CA151,1631,RESTAURANT (0-30) SEATS MODERATE RISK,9301 TAMPA AVE 83-A,NORTHRIDGE,CA,91324,34.237532790,-118.553568100,OW0335600,FRESH DINING CONCEPTS LLC,"1600 PONCE DE LEON BLVD, #FL-10",CORAL GABLES,FL,33134
FA0364603,INE,PR0326585,INE,1632,RESTAURANT (0-30) SEATS HIGH RISK,4672 YORK BLVD,LOS ANGELES,CA,90041,34.122823460,-118.214186900,OW0336105,SSP CORPORATION,4672 YORK BLVD,LOS ANGELES,CA,90012
FA0364604,CHOWKING,PR0326586,CHOWKING CERRITOS,1635,RESTAURANT (31-60) SEATS HIGH RISK,17312 NORWALK BLVD,CERRITOS,CA,90703,33.873761710,-118.072490800,OW0336106,TOKYO TERIYAKI CORPORATION,17312 NORWALK BLVD,WOODSIDE,NY,11377
FA0364605,MONTE MARKET,PR0326587,MONTE MARKET - DELI,1632,RESTAURANT (0-30) SEATS HIGH RISK,13616 S VICTORY BLVD,VAN NUYS,CA,91401,34.186647060,-118.430121200,OW0336107,MONTE MARKET VAN NUYS LLC,13616 SOUTH VICTORY BLVD,VAN NUYS,CA,91401
FA0364605,MONTE MARKET,PR0326589,MONTE MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",13616 S VICTORY BLVD,VAN NUYS,CA,91401,34.186647060,-118.430121200,OW0336107,MONTE MARKET VAN NUYS LLC,13616 SOUTH VICTORY BLVD,VAN NUYS,CA,91401
FA0364610,CAFECITO DE LA CREPE,PR0326592,CAFECITO DE LA CREPE,1638,RESTAURANT (61-150) SEATS HIGH RISK,6626 ATLANTIC AVE,BELL,CA,90201,33.976169000,-118.187139200,OW0336109,AGUILA MORALES TOBAR INC,6626 ATLANTIC AVE,BELL,CA,90201
FA0364611,VENICE STEAKHOUSE,PR0326593,VENICE STEAKHOUSE,1632,RESTAURANT (0-30) SEATS HIGH RISK,1715 PACIFIC AVE,VENICE,CA,90291,33.986865510,-118.471612400,OW0336110,"VENICE STEAKHOUSE, LLC",1715 PACIFIC AVE,VENICE,CA,90291
FA0364612,PARADISE BUFFET,PR0326594,PARADISE BUFFET,1641,RESTAURANT (151 + ) SEATS HIGH RISK,6257 ATLANTIC AVE,BELL,CA,90201,33.980387320,-118.186728700,OW0336111,FEASTIO INC,10203 SOUTHRIDGE DR,RANCHO CUCAMONGA,CA,91737
FA0364614,THAI TA IM RESTAURANT,PR0326595,THAI TA IM RESTAURANT,1638,RESTAURANT (61-150) SEATS HIGH RISK,6401 PLATT AVE UNIT 5,WEST HILLS,CA,91307,34.187024910,-118.642795000,OW0336113,THAI TA IM RESTAURANT INC,6401 PLATT AVE UNIT 5,WEST HILLS,CA,91307
FA0364615,MEGA MARKET,PR0326597,MEGA MARKET,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",5605 GAGE AVE,BELL GARDENS,CA,90201,33.975682420,-118.164765400,OW0336114,MEGA MARKET INC,5605 GAGE AVE,BELL GARDENS,CA,90201
FA0364618,KAKE DA DHABA,PR0326600,KAKE DA DHABA,1632,RESTAURANT (0-30) SEATS HIGH RISK,18413 PIONEER BLVD,ARTESIA,CA,90701,33.864278780,-118.082219400,OW0336117,MARYAM AND ANGEL LLC,18413 PIONEER BLVD,ARTESIA,CA,90701
FA0364619,CHA N TEA LLC,PR0326601,CHA N TEA LLC,1631,RESTAURANT (0-30) SEATS MODERATE RISK,1415 E GAGE AVE,LOS ANGELES,CA,90001,33.982155320,-118.249908200,OW0336118,CHA N TEA LLC,15331 KNOLLWOOD CIR,HUNTINGTON BEACH,CA,92647
FA0364620,DAILY YUMMY DONUTS,PR0326602,DAILY YUMMY DONUTS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,2104 N SANTA FE AVE,COMPTON,CA,90222,33.911710850,-118.216659600,OW0336119,MOM CHHIN,2104 N SANTA FE AVE,SIGNAL HILL,CA,90755
FA0364621,LA PRADERA MARKET,PR0326603,LA PRADERA MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",1611 JAMES M WOOD BLVD,LOS ANGELES,CA,90015,34.050995540,-118.273434800,OW0336120,HULDA JANETH CONTRERAS,16815 VICTORY BLVD APT 213,LAKE BALBOA,CA,91406
FA0364623,ASPIRE LAKEWOOD PIZZA,PR0326606,ASPIRE LAKEWOOD PIZZA,1637,RESTAURANT (61-150) SEATS MODERATE RISK,5250 FACULTY AVE,LAKEWOOD,CA,90712,33.852454780,-118.136513900,OW0336122,P&R ASPIRE ASSETS CORP,5250 FACULTY AVE,CERRITOS,CA,90703
FA0364625,KOZU IZAKAYA,PR0326608,KOZU IZAKAYA,1632,RESTAURANT (0-30) SEATS HIGH RISK,175 N INDIAN HILLS BLVD 102B,CLAREMONT,CA,91711,34.095442390,-117.719329100,OW0336124,STEPSELL LLC,"175 N INDIAN HILLS BLVD, #102B",CHINO HILLS,CA,91709
FA0364626,MAYDAN MARKET,PR0326609,MAIN KITCHEN  WITH OUTDOOR BAR,1632,RESTAURANT (0-30) SEATS HIGH RISK,4301 W JEFFERSON BLVD,LOS ANGELES,CA,90016,34.025567770,-118.343235300,OW0336125,COMPASS ROSE WESTCOLLECTIVE LLC,4301 W JEFFERSON BLVD #B,LOS ANGELES,CA,90042
FA0364626,MAYDAN MARKET,PR0326611,MAYDAN MARKET- MAYDAN FIRE HEARTH(STATION8),1632,RESTAURANT (0-30) SEATS HIGH RISK,4301 W JEFFERSON BLVD,LOS ANGELES,CA,90016,34.025567770,-118.343235300,OW0336125,COMPASS ROSE WESTCOLLECTIVE LLC,4301 W JEFFERSON BLVD #B,LOS ANGELES,CA,90042
FA0364626,MAYDAN MARKET,PR0326612,MAYDAN MARKET- MALENA(STATION5),1631,RESTAURANT (0-30) SEATS MODERATE RISK,4301 W JEFFERSON BLVD,LOS ANGELES,CA,90016,34.025567770,-118.343235300,OW0336125,COMPASS ROSE WESTCOLLECTIVE LLC,4301 W JEFFERSON BLVD #B,LOS ANGELES,CA,90042
FA0364626,MAYDAN MARKET,PR0326617,MAYDAN MARKET- SOOK BY MAYDEN(STATION4),1630,RESTAURANT (0-30) SEATS LOW RISK,4301 W JEFFERSON BLVD,LOS ANGELES,CA,90016,34.025567770,-118.343235300,OW0336125,COMPASS ROSE WESTCOLLECTIVE LLC,4301 W JEFFERSON BLVD #B,LOS ANGELES,CA,90042
FA0364626,MAYDAN MARKET,PR0326626,MAYDAN MARKET- MAYDAN FIRE BAR(STATION6),1630,RESTAURANT (0-30) SEATS LOW RISK,4301 W JEFFERSON BLVD,LOS ANGELES,CA,90016,34.025567770,-118.343235300,OW0336125,COMPASS ROSE WESTCOLLECTIVE LLC,4301 W JEFFERSON BLVD #B,LOS ANGELES,CA,90042
FA0364627,QL WOK CALIFORNIA INC,PR0326610,QL QOK CALIFORNIA INC,1632,RESTAURANT (0-30) SEATS HIGH RISK,12551 1/2 ALONDRA BLVD,NORWALK,CA,90650,33.887815580,-118.064942700,OW0336126,QL WOK CALIFORNIA INC,12551 1/2 ALONDRA BLVD,NORWALK,CA,90650
FA0364628,SUBWAY #43171,PR0326613,SUBWAY #43171,1631,RESTAURANT (0-30) SEATS MODERATE RISK,11809 ARTESIA BLVD A,ARTESIA,CA,90701,33.873124180,-118.081915000,OW0336127,MORESUBWAY INC,11809 ARTESIA BLVD A,LAKEWOOD,CA,90713
FA0364633,J & J LIQUOR,PR0326619,J & J LIQUOR,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",13900 VALLEY BLVD,LA PUENTE,CA,91746,34.043298490,-117.987028800,OW0336132,PARAMJIT SINGH,15363 JENKINS DRIVE,WHITTIER,CA,90604
FA0364639,OUMI SUSHI,PR0326625,OUMI SUSHI @ SPROUTS #486,1612,"FOOD MKT RETAIL (1-1,999 SF) HIGH RISK",1433 GLENDALE BLVD,LOS ANGELES,CA,90026,34.081237320,-118.260239800,OW0307537,LWIN FAMILY CO LLC,3623 LAZY HAWK RD SUITE 101,CHARLOTTE,NC,28273
FA0364642,IT'S BOBA TIME- CANYON COUNTRY,PR0326629,IT'S BOBA TIME- CANYON COUNTRY,1631,RESTAURANT (0-30) SEATS MODERATE RISK,18729 VIA PRINCESSA,CANYON COUNTRY,CA,91387,34.404841950,-118.463667000,OW0336140,SYKO13 INC,18729 VIA PRINCESSA,DOWNEY,CA,90241
FA0364644,WELBEHEALTH,PR0326631,WELBEHEALTH,1634,RESTAURANT (31-60) SEATS MODERATE RISK,20920 CHICO ST,CARSON,CA,90746,33.840042320,-118.257163700,OW0336142,LA COAST PACE LLC,440 N BARANCA AVE #4051,LONG BEACH,CA,90802
FA0364645,TENDER GREENS TORRANCE,PR0326632,TENDER GREENS TORRANCE,1638,RESTAURANT (61-150) SEATS HIGH RISK,21247 HAWTHORNE BLVD,TORRANCE,CA,90503,33.836114940,-118.353521000,OW0334646,OTRB TENDER GREENS LLC,1201 W 5TH ST STE T-310,LOS ANGELES,CA,90017
FA0364647,MIZURI TEA AND COFFEE,PR0326634,MIZURI TEA AND COFFEE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,214 PLAZA DR,WEST COVINA,CA,91790,34.070476670,-117.936778300,OW0336144,MIZURI TEA AND COFFEE,214 PLAZA DR,WEST COVINA,CA,91791
FA0364690,CAFE BODEGA BLEND INC,PR0326679,CAFE BODEGA BLEND INC,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",4162 AVALON BLVD,LOS ANGELES,CA,90011,34.007775900,-118.265226400,OW0336183,CAFE BODEGA BLEND INC,4162 AVALON BLVD,LOS ANGELES,CA,90011
FA0364691,51ST MART,PR0326680,51ST MART,1615,"FOOD MKT RETAIL (2,000+ SF) HIGH RISK",5026 AVALON BLVD,LOS ANGELES,CA,90011,33.996816810,-118.265197400,OW0336184,SOMI MARKET INC,5026 AVALON BLVD,LOS ANGELES,CA,90011
FA0364693,CURRY PLAZA INC,PR0326682,CURRY PLAZA INC,1635,RESTAURANT (31-60) SEATS HIGH RISK,936 W 23RD ST,LOS ANGELES,CA,90007,34.033783010,-118.280881600,OW0336186,CURRY PLAZA INC,936 W 23RD ST,LOS ANGELES,CA,90039
FA0364694,YUMMY BOWL EXPRESS,PR0326683,YUMMY BOWL EXPRESS,1632,RESTAURANT (0-30) SEATS HIGH RISK,9910 LONG BEACH BLVD # E,LYNWOOD,CA,90262,33.944986390,-118.215971700,OW0336187,YUMMY BOWL EXPRESS,9910 LONG BEACH BLVD # E,LYNWOOD,CA,90262
FA0364699,LA BAMBA BAKERY,PR0326690,LA BAMBA BAKERY,1631,RESTAURANT (0-30) SEATS MODERATE RISK,3100 E IMPERIAL HWY M1302,LYNWOOD,CA,90262,33.930329330,-118.215214500,OW0336191,MARTHA GUTIERREZ TORREZ,13044 FIDLER AVE,DOWNEY,CA,90242
FA0364706,DUFFL,PR0326697,DUFFL,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",2626 S FIGUEROA ST C,LOS ANGELES,CA,90007,34.027494100,-118.276393900,OW0336198,KAZ TROJAN LLC,2626 S FIGUEROA ST.#C,LOS ANGELES,CA,90024
FA0364708,BUZZWORTH BEVERAGES,PR0326699,BUZZWORTHY BEVERAGE,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",305 HARVARD AVE,CLAREMONT,CA,91711,34.096764640,-117.716487200,OW0336200,NICOLE STARK,1679 TULANE ROAD,CLAREMONT,CA,91711
FA0364711,HOMESTATE SANTA MONICA,PR0326702,HOMESTATE SANTA MONICA,1638,RESTAURANT (61-150) SEATS HIGH RISK,720 WILSHIRE BLVD # 101,SANTA MONICA,CA,90401,34.022006370,-118.494712800,OW0336203,"HOMESTATE KITCHEN, LLC",5619 N. FIGUEROA STREET #202,LOS ANGELES,CA,90042
FA0364713,NEW PUERTO LLC,PR0326704,NEW PUERTO LLC,1641,RESTAURANT (151 + ) SEATS HIGH RISK,3740 E WHITTIER BLVD,LOS ANGELES,CA,90023,34.024061000,-118.192582300,OW0336205,NEW PUERTO LLC,3740 E WHITTIER BLVD,LOS ANGELES,CA,90023
FA0364715,LOVERRA,PR0326706,LOVERRA,1637,RESTAURANT (61-150) SEATS MODERATE RISK,12200 WILSHIRE BLVD 101A,LOS ANGELES,CA,90025,34.043253250,-118.468487600,OW0336206,LOVERRA LLC,12200 WILSHIRE BLVD 101A,LOS ANGELES,CA,90025
FA0364717,LEILO COFFEE,PR0326708,LEILO COFFEE,1630,RESTAURANT (0-30) SEATS LOW RISK,10606 CULVER BLVD,CULVER CITY,CA,90232,34.014285180,-118.402008500,OW0336208,BEVCO PARTNERS INC,149 S BARRINGTON AVE #170,SACRAMENTO,CA,95811
FA0364719,CLEAN JUICE,PR0326709,CLEAN JUICE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,12121 W OLYMPIC BLVD UNIT 7,LOS ANGELES,CA,90042,34.032131690,-118.455484600,OW0336210,ORGANIC WEST END INC,12121 W OLYMPIC BLVD #7,LOS ANGELES,CA,90062
FA0364722,SKY ZONE,PR0326713,"SZ PARK 225, LLC",1636,RESTAURANT (61-150) SEATS LOW RISK,26573 CARL BOYER DR,SANTA CLARITA,CA,91355,34.417681910,-118.506420900,OW0336213,"SZ PARK 225, LLC","13155 NOEL RD, BLDG 3 STE 1750",DALLAS,TX,75240
FA0364723,TACO N LLAMAS,PR0326714,TACO N LLAMAS,1632,RESTAURANT (0-30) SEATS HIGH RISK,1141 S GAFFEY ST,SAN PEDRO,CA,90731,33.733658130,-118.292376700,OW0336214,GOLDEN GARDEN USA INC,800 W LINCOLN AVE,ANAHEIM,CA,92805
FA0364724,"KARIBBEAN CUISINE, INC.",PR0326715,"KARIBBEAN CUISINE, INC.",1632,RESTAURANT (0-30) SEATS HIGH RISK,8693 VENICE BLVD,LOS ANGELES,CA,90034,34.032924070,-118.382234500,OW0336215,"KARIBBEAN CUISINE, INC.",8693   VENICE BLVD,LOS ANGELES,CA,90034
FA0364730,MARISCOS CANCUN,PR0326722,MARISCOS CANCUN,1635,RESTAURANT (31-60) SEATS HIGH RISK,14038 1/2 VICTORY BLVD,VAN NUYS,CA,91401,34.186637950,-118.439334900,OW0336221,CC3 LLC,14038 1/2 VICTORY BLVD.,VAN NUYS,CA,91401
FA0364732,PUB DEL PUEBLO,PR0326724,PUB DEL PUEBLO,1630,RESTAURANT (0-30) SEATS LOW RISK,1623 N SAN FERNANDO BLVD,BURBANK,CA,91504,34.191571850,-118.324594300,OW0336223,PUB DEL PUEBLO,1623 N SAN FERNANDO BLVD,BURBANK,CA,91504
FA0364734,MENCHITA'S DISCOUNT,PR0326726,MENCHITA'S DISCOUNT,1613,"FOOD MKT RETAIL (2,000+ SF) LOW RISK",1606 BEVERLY BLVD,LOS ANGELES,CA,90026,34.063532500,-118.263393700,OW0336224,ADA MARILU SALAZAR,229 UNION PL. APT 17,LOS ANGELES,CA,90026
FA0364735,EOS FITNESS,PR0326728,EOS FITNESS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,8500 BEVERLY BLVD # 140,LOS ANGELES,CA,9004-,34.075979170,-118.377607700,OW0336225,FITNESS ALLIANCE LLC,140 GRAND ST STE 300,PHOENIX,AZ,85012
FA0364738,GOLDEN HORSE MARKET,PR0326730,GOLDEN HORSE MARKET,1610,"FOOD MKT RETAIL (1-1,999 SF) LOW RISK",306 W FLORENCE AVE,LOS ANGELES,CA,90003,33.974646240,-118.278688200,OW0336227,GOLDEN HORSE MARKET INC,306 W FLORENCE AVE,LOS ANGELES,CA,90003
FA0364739,LOBO COFFEE,PR0326731,LOBO COFFEE,1630,RESTAURANT (0-30) SEATS LOW RISK,500 W LANCASTER BLVD,LANCASTER,CA,93534,34.698273890,-118.136992700,OW0336228,UFO KITCHEN,434 CORONA CT,LANCASTER,CA,93539
FA0364740,LA CASA DULCE,PR0326732,LA CASA DULCE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,13117 LAKEWOOD BLVD,DOWNEY,CA,90242,33.909835700,-118.142988300,OW0336229,LA CASA DULCE LLC,1704 E ORCHARD ST,COMPTON,CA,90221
FA0364741,SHISO SUSHI BAR 2,PR0326733,SHISO SUSHI 2,1635,RESTAURANT (31-60) SEATS HIGH RISK,14120 VENTURA BLVD E,SHERMAN OAKS,CA,91423,34.149579140,-118.440682500,OW0336230,SHISO SUSHI # 2,14120 VENTURA BLVD UNIT E,SHERMAN OAKS,CA,91423
FA0364742,PAPI TACOS  CHURROS,PR0326734,PAPI'S TACOS  & CHURROS,1632,RESTAURANT (0-30) SEATS HIGH RISK,2622 W JEFFERSON BLVD,LOS ANGELES,CA,90018,34.025558980,-118.324470300,OW0336231,PAPI TACOS& CHURROS INC,313 WILSHIRE BLVD,LOS ANGELES,CA,90018
FA0364743,KLATCH COFFEE INC,PR0326735,KLATCH COFFEE,1630,RESTAURANT (0-30) SEATS LOW RISK,1375 FOOTHILL BLVD,LA VERNE,CA,91750,34.117715800,-117.777945800,OW0336232,KLATCH COFFEE INC,9325 FERON BLVD,RANCHO CUCAMONGA,CA,91730
FA0364744,HOA PHAT VIETNAMESE SANDWICHES,PR0326736,HOA PHAT VIETNAMESE SANDWICHES,1631,RESTAURANT (0-30) SEATS MODERATE RISK,846 E VALLEY BLVD B,SAN GABRIEL,CA,91776,34.080212200,-118.088680000,OW0336233,HOA PHAT SANDWICHES INC,846 E VALLEY BLVD #B,EL MONTE,CA,91732
FA0364745,YUM YUM DONUTS FRANCHISE 63C,PR0326737,YUM YUM DONUTS FRANCHISE 63C,1631,RESTAURANT (0-30) SEATS MODERATE RISK,6600 E OLYMPIC BLVD STE 106,LOS ANGELES,CA,90022,34.011380200,-118.130416100,OW0336234,SAMANTHA  IVANA   HERNANDEZ,6600 E OLYMPIC BLVD STE 106,MONTEREY PARK,CA,91755
FA0364747,JACKPOT SUSHI & CRAB,PR0326739,JACKPOT SUSHI & CRAB,1635,RESTAURANT (31-60) SEATS HIGH RISK,5230 SANTA MONICA BLVD,LOS ANGELES,CA,90029,34.090771270,-118.304687500,OW0336236,JACKPOT OCEAN GROUP INC,5230 SANTA MONICA BLVD,LOS ANGELES,CA,90010
FA0364748,ROSHONA BILASH,PR0326740,ROSHONA BILASH,1632,RESTAURANT (0-30) SEATS HIGH RISK,861 N WESTERN AVE,LOS ANGELES,CA,90029,34.085862840,-118.309167700,OW0336237,SHEIKH & MASHFEQUL  JIBRAN &   MASHFEQUL HUQ,861 N WESTERN AVE,LOS ANGELES,CA,90029
FA0364751,WAKABE CREPE,PR0326743,WAKABE CREPE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,2143 W 182ND ST,TORRANCE,CA,90504,33.865627260,-118.316876500,OW0336239,BLUE BEAT INC.,"316 BRIDGEWATER WAY, UNIT 5",SAN PEDRO,CA,90732
FA0364752,TANLINES COFFEE,PR0326744,TANLINES COFFEE,1631,RESTAURANT (0-30) SEATS MODERATE RISK,4300 E WASHINGTON BLVD,COMMERCE,CA,90023,34.008107950,-118.182938100,OW0336240,HECHO IMPORTS LLC,4300 E WASHINGTON BLVD.,WHITTIER,CA,90606
FA0364753,YALA COFFEE,PR0326745,YALA COFFEE,1630,RESTAURANT (0-30) SEATS LOW RISK,3814 W SUNSET BLVD,LOS ANGELES,CA,90026,34.091315180,-118.279352000,OW0336241,YALA SILVERLAKE LLC,19758 SANTA ROSA DR,PORTER RANCH,CA,91326
FA0364754,DH CO,PR0326746,DH CO,1632,RESTAURANT (0-30) SEATS HIGH RISK,314 W OLYMPIC BLVD,LOS ANGELES,CA,90015,34.041799000,-118.258809300,OW0336242,DANIELLE  HEFLIN,1340 S HILL ST UNIT 537,LOS ANGELES,CA,90015
FA0364755,U S DONUTS & CROISSANTS,PR0326747,U S DONUTS & CROISSANTS,1631,RESTAURANT (0-30) SEATS MODERATE RISK,22416 NORWALK BLVD,HAWAIIAN GARDENS,CA,90716,33.824995350,-118.071759100,OW0336243,CHANDY PREAB,22416 NORWALK BLVD,LONG BEACH,CA,90805
FA0364756,GGIATA RESTAURANT,PR0326748,GGIATA RESTAURANT,1632,RESTAURANT (0-30) SEATS HIGH RISK,11640 SAN VICENTE BLVD 111,LOS ANGELES,CA,90049,34.053784440,-118.463144000,OW0336244,GGIATA RESTAURANT GROUP LLC,8605 SANTA MONICA BLVD PMB115066,LOS ANGELES,CA,90004
